make,model,condition,grade,capacity,colour,network,count
Blackberry,"Classic Q20",Working,"Grade A - Very Good Condition",16GB,Black,Unlocked,1
Blackberry,"Classic Q20","Brand New","Insurance Grade","Not Applicable",Black,Vodafone,1
Blackberry,"Classic Q20",Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"Classic Q20",Working,"Insurance Grade","Not Applicable",White,Unlocked,1
Blackberry,"Curve 8520","Brand New","Brand New","Not Applicable",Black,Unlocked,38
Blackberry,"Curve 8520","Brand New","Brand New","Not Applicable",Black,Unlocked,37
Blackberry,"Curve 8520","Brand New","Brand New","Not Applicable",Blue,Unlocked,22
Blackberry,"Curve 8520","Brand New","Insurance Grade","Not Applicable",Black,Unlocked,15
Blackberry,"Curve 8520",Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,7
Blackberry,"Curve 8520",Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,17
Blackberry,"Curve 8520",BER,"Grade D","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8520",Working,"Not Graded","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8520","Brand New","Brand New","Not Applicable",Black,Unlocked,99
Blackberry,"Curve 8520",Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8520","Brand New","Brand New","Not Applicable",Black,Unlocked,98
Blackberry,"Curve 8520","Power On Tested-Good LCD",Unknown,"Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8520","Blacklisted Disposal","Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8520","Brand New","Brand New","Not Applicable",Black,Unlocked,94
Blackberry,"Curve 8520",Working,"Grade B - Good Condition","Not Applicable",Black,Damaged,1
Blackberry,"Curve 8520",Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8520",Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8520","Brand New","Insurance Grade","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8520","Brand New","Brand New","Not Applicable",Black,Virgin,1
Blackberry,"Curve 8520",Non-working,Unknown,"Not Applicable",Black,Damaged,1
Blackberry,"Curve 8520","Brand New","Brand New","Not Applicable",Black,Unlocked,96
Blackberry,"Curve 8520","Working - Minor Issue","Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8520",Blacklisted,"Not Graded","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8520","Brand New","Brand New","Not Applicable",Black,Virgin,1
Blackberry,"Curve 8520",Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8520","Brand New","Brand New","Not Applicable",Black,Unlocked,58
Blackberry,"Curve 8520",Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,14
Blackberry,"Curve 8520","Brand New","Brand New","Not Applicable",Black,Virgin,1
Blackberry,"Curve 8520","Brand New","Insurance Grade","Not Applicable",Black,Unlocked,3
Blackberry,"Curve 8520",Working,"Grade A - Very Good Condition","Not Applicable",Blue,Unlocked,3
Blackberry,"Curve 8520",Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,4
Blackberry,"Curve 8520","Power On Tested-Good LCD",Unknown,"Not Applicable",Black,Unknown,1
Blackberry,"Curve 8520","Power On Tested-Good LCD","Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8520","Power On Tested-Good LCD","Grade A - Very Good Condition","Not Applicable","White Pearl",Unlocked,1
Blackberry,"Curve 8520","Non-working - Need Repair - HardWare","Grade A - Very Good Condition","Not Applicable",White,Unlocked,1
Blackberry,"Curve 8520",Working,"Grade A - Very Good Condition","Not Applicable",White,Unlocked,1
Blackberry,"Curve 8520","Power On Tested-Good LCD","Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8520","Non-working - Need Battery","Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8520","Power On Tested-Good LCD","Grade B - Good Condition","Not Applicable",Black,Damaged,1
Blackberry,"Curve 8520",Working,"Grade C - Acceptable Condition","Not Applicable",Black,Orange,6
Blackberry,"Curve 8520",BER-Scrap,"Grade C - Acceptable Condition","Not Applicable",Black,Vodafone,1
Blackberry,"Curve 8520","Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Black,Vodafone,1
Blackberry,"Curve 8520",BER,"Grade C - Acceptable Condition","Not Applicable",Black,Vodafone,1
Blackberry,"Curve 8520","Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Black,Damaged,1
Blackberry,"Curve 8520","Brand New","Brand New","Not Applicable",Black,Unlocked,2
Blackberry,"CURVE 8520 - AZERTY","Working - Minor Issue","Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 8520 - AZERTY","Working - Minor Issue","Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 8520 - AZERTY","Brand New","Insurance Grade","Not Applicable",White,Unlocked,2
Blackberry,"CURVE 8520 - AZERTY",Working,"Grade C - Acceptable Condition","Not Applicable",White,Unlocked,1
Blackberry,"CURVE 8520 - AZERTY",Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,2
Blackberry,"CURVE 8520 - FBA UK","Brand New","Brand New","Not Applicable",Black,Unlocked,20
Blackberry,"CURVE 8520 - QWERTY",Working,"Grade C - Acceptable Condition","Not Applicable",Black,Orange,1
Blackberry,"CURVE 8520 - QWERTY",Working,"Grade D","Not Applicable",Black,Orange,1
Blackberry,"CURVE 8520 - QWERTY",Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 8520 - QWERTY","Working - Need Battery","Grade A - Very Good Condition","Not Applicable",Black,Unlocked,2
Blackberry,"CURVE 8520 - QWERTY",Non-working,"Grade B B2B","Not Applicable",Black,Vodafone,1
Blackberry,"CURVE 8520 - QWERTY","Blacklisted Disposal","Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,6
Blackberry,"CURVE 8520 - QWERTY","Brand New","Insurance Grade","Not Applicable",Black,Unlocked,2
Blackberry,"CURVE 8520 - QWERTY","Non-working - Need Repair - HardWare",Unknown,"Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 8520 - QWERTY","Blacklisted Disposal","Grade C - Acceptable Condition","Not Applicable",Black,Damaged,2
Blackberry,"CURVE 8520 - QWERTY","Power On Tested","Grade B - Good Condition","Not Applicable",Black,Virgin,1
Blackberry,"CURVE 8520 - QWERTY","Blacklisted Disposal","Grade D","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 8520 - QWERTY",Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,5
Blackberry,"CURVE 8520 - QWERTY",Working,"Grade C - Acceptable Condition","Not Applicable",Black,Vodafone,3
Blackberry,"CURVE 8520 - QWERTY","Non-working - Need Battery","Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,2
Blackberry,"CURVE 8520 - QWERTY",Working,"Grade B B2B","Not Applicable",Black,Vodafone,1
Blackberry,"CURVE 8520 - QWERTY","Power On Tested-Good LCD","Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 8520 - QWERTY",Working,"Grade B B2B","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 8520 - QWERTY",Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 8520 - QWERTY",Non-working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 8520 - QWERTY",Working,"Grade D","Not Applicable",Black,Vodafone,1
Blackberry,"CURVE 8520 - QWERTY","Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Black,Vodafone,1
Blackberry,"CURVE 8520 - QWERTY","Non-working - Need Battery","Grade C - Acceptable Condition","Not Applicable",Black,Vodafone,1
Blackberry,"CURVE 8520 - QWERTY",Non-working,"Grade D","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 8520 - QWERTY","Brand New","Insurance Grade","Not Applicable",Black,O2,1
Blackberry,"CURVE 8520 - QWERTY","Brand New","Brand New","Not Applicable",Black,O2,8
Blackberry,"CURVE 8520 - QWERTY","Power On Tested-Good LCD","Grade B - Good Condition","Not Applicable",Black,O2,1
Blackberry,"CURVE 8520 - QWERTY","Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Black,Damaged,2
Blackberry,"CURVE 8520 - QWERTY","Working - Minor Issue","Grade D","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 8520 - QWERTY",Working,"Grade D","Not Applicable",Black,Unlocked,3
Blackberry,"CURVE 8520 - QWERTY","Working - Minor Issue","Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 8520 - QWERTY","Working - Need Battery","Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8900",Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,3
Blackberry,"Curve 8900",Non-working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8900",BER,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 8900","Brand New","Brand New","Not Applicable",Black,Unlocked,9
Blackberry,"Curve 8900","Brand New","Brand New","Not Applicable",Black,Unlocked,5
Blackberry,"CURVE 8900 - AZERTY","Brand New","Insurance Grade","Not Applicable",Black,Unlocked,9
Blackberry,"CURVE 8900 - AZERTY","Working - Minor Issue","Grade A - Very Good Condition","Not Applicable",Black,Unlocked,9
Blackberry,"CURVE 8900 - AZERTY",Working,"Insurance Grade","Not Applicable",Black,Unlocked,3
Blackberry,"CURVE 8900 - AZERTY",Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,10
Blackberry,"CURVE 8900 - AZERTY","Non-working - DeBrand","Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 8900 - QWERTY","Non-working - Need Repair - Software","Grade B - Good Condition","Not Applicable",Black,Vodafone,1
Blackberry,"CURVE 8900 - QWERTY",Working,"Grade C - Acceptable Condition",16GB,Black,Unlocked,1
Blackberry,"CURVE 8900 - QWERTY",Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,2
Blackberry,"CURVE 8900 - QWERTY","Brand New","Insurance Grade","Not Applicable",Black,Unlocked,14
Blackberry,"CURVE 8900 - QWERTY",Working,"Grade A - Very Good Condition","Not Applicable",Black,Vodafone,1
Blackberry,"CURVE 8900 - QWERTY","Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Black,Vodafone,1
Blackberry,"CURVE 8900 - QWERTY",Working,"Grade D","Not Applicable",Black,"EE Network",1
Blackberry,"CURVE 9220 - QWERTY",BER,Unknown,512MB,Black,Unlocked,1
Blackberry,"CURVE 9220 - QWERTY","Power On Tested-Good LCD","Grade D",512MB,Black,Unlocked,1
Blackberry,"CURVE 9220 - QWERTY",Working,"Grade C - Acceptable Condition",512MB,Black,Unlocked,1
Blackberry,"CURVE 9220 - QWERTY","Power On Tested-Good LCD","Grade C - Acceptable Condition",512MB,Black,Unlocked,1
Blackberry,"CURVE 9220 - QWERTY",Working,"Grade C - Acceptable Condition",512MB,Black,"UK Unlocked Only",1
Blackberry,"CURVE 9220 - QWERTY",Working,"Grade D",512MB,Black,Unlocked,1
Blackberry,"CURVE 9220 - QWERTY","Working - Minor Issue","Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9220 - QWERTY",Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9220 - QWERTY",Non-working,Unknown,"Not Applicable",Black,NOS-Portugal,1
Blackberry,"CURVE 9220 - QWERTY","Non-working - DeBrand","Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9220 - QWERTY","Non-working - DeBrand",Unknown,"Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9220 - QWERTY","Working – Minor Screen Burn","Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 9300","Brand New","Brand New","Not Applicable",Grey,Unlocked,30
Blackberry,"Curve 9300","Brand New","Brand New","Not Applicable",Grey,Unlocked,9
Blackberry,"Curve 9300","Brand New","Brand New","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 9300",BER,"Grade C - Acceptable Condition","Not Applicable",Black,Vodafone,1
Blackberry,"Curve 9300",Working,"Grade C - Acceptable Condition","Not Applicable",Black,Vodafone,13
Blackberry,"Curve 9300","Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Black,Vodafone,1
Blackberry,"Curve 9300",Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"Curve 9300","Brand New","Insurance Grade","Not Applicable",Black,Unlocked,48
Blackberry,"Curve 9300","Brand New","Insurance Grade","Not Applicable",Aqua,Unlocked,1
Blackberry,"Curve 9300","Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Black,"EE Network",1
Blackberry,"Curve 9300",BER,"Not Graded","Not Applicable",Black,Vodafone,1
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,6
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade A - Very Good Condition","Not Applicable",White,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY","Working - Need Battery","Grade B - Good Condition","Not Applicable",White,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY","Working - Minor Issue","Grade B - Good Condition","Not Applicable","shimmery WHITE","UK Unlocked Only",1
Blackberry,"CURVE 9300 - AZERTY","Working - Minor Issue","Grade C - Acceptable Condition","Not Applicable",Black,"UK Unlocked Only",1
Blackberry,"CURVE 9300 - AZERTY","Power On Tested-Good LCD","Grade B - Good Condition","Not Applicable",Black,"UK Unlocked Only",1
Blackberry,"CURVE 9300 - AZERTY","Non-working - Need Repair - Software","Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY",BER,"Grade D","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY",Working,"Insurance Grade","Not Applicable",White,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade A - Very Good Condition","Not Applicable",Black,"UK Unlocked Only",1
Blackberry,"CURVE 9300 - AZERTY","Power On Tested-Good LCD","Grade B - Good Condition","Not Applicable",White,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,3
Blackberry,"CURVE 9300 - AZERTY","Brand New","Insurance Grade","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY","Working - Need Battery","Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY","Working - Need Battery","Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY","Working - Need Battery","Grade B - Good Condition","Not Applicable",Black,Unlocked,6
Blackberry,"CURVE 9300 - AZERTY","Power On Tested-Good LCD","Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,22
Blackberry,"CURVE 9300 - AZERTY","Working - Minor Issue","Grade B - Good Condition","Not Applicable",Black,Unlocked,2
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,25
Blackberry,"CURVE 9300 - AZERTY","Working - Need Battery","Grade A - Very Good Condition","Not Applicable",Black,Unlocked,8
Blackberry,"CURVE 9300 - AZERTY","Power On Tested-Good LCD","Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY","Working - Minor Issue","Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY","Working - Minor Issue","Grade B - Good Condition","Not Applicable",Black,"UK Unlocked Only",1
Blackberry,"CURVE 9300 - AZERTY","Brand New","Insurance Grade","Not Applicable",Black,Unlocked,4
Blackberry,"CURVE 9300 - AZERTY","Power On Tested-Broken LCD",Unknown,"Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY","Working - Need Battery","Grade B - Good Condition","Not Applicable",White,Unlocked,3
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade A - Very Good Condition","Not Applicable",White,Unlocked,2
Blackberry,"CURVE 9300 - AZERTY","Working - Minor Issue","Grade A - Very Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY","Working - Need Battery","Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY","Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY","Brand New","Insurance Grade","Not Applicable",White,Unlocked,2
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade B B2B","Not Applicable",Black,Unlocked,2
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade B - Good Condition","Not Applicable",Black,"UK Unlocked Only",7
Blackberry,"CURVE 9300 - AZERTY","Non-working - Need Battery","Grade B - Good Condition","Not Applicable",Black,Unlocked,4
Blackberry,"CURVE 9300 - AZERTY","Working – Major Screen Burn","Grade B - Good Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY","Non-working - Need Battery","Grade A - Very Good Condition","Not Applicable",White,Unlocked,4
Blackberry,"CURVE 9300 - AZERTY","Power On Tested-Broken LCD",Unknown,"Not Applicable",Black,Damaged,1
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,17
Blackberry,"CURVE 9300 - AZERTY","Non-working - Need Battery","Grade B - Good Condition","Not Applicable",Black,Unlocked,31
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade A - Very Good Condition","Not Applicable",Black,Unlocked,12
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade B - Good Condition","Not Applicable",Black,Vodafone,1
Blackberry,"CURVE 9300 - AZERTY","Non-working - Need Battery","Grade A - Very Good Condition","Not Applicable",Black,Unlocked,7
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade A - Very Good Condition","Not Applicable",White,Unlocked,4
Blackberry,"CURVE 9300 - AZERTY","Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY",BER,"Grade D","Not Applicable",Black,Damaged,1
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade C - Acceptable Condition","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade B B2B","Not Applicable",Black,Unlocked,1
Blackberry,"CURVE 9300 - AZERTY","Power On Tested-Good LCD","Grade B - Good Condition","Not Applicable",Black,Unlocked,2
Blackberry,"CURVE 9300 - AZERTY",Working,"Grade B - Good Condition","Not Applicable",White,Unlocked,3
Blackberry,"CURVE 9300 - AZERTY","Brand New","Insurance Grade","Not Applicable",Black,Unlocked,2
Blackberry,"CURVE 9300 - AZERTY","Working - Need Battery","Grade A - Very Good Condition","Not Applicable",Black,Unlocked,2
Blackberry,"CURVE 9300 - AZERTY","Working - Need Battery","Grade B - Good Condition","Not Applicable",Black,Unlocked,2
Blackberry,"CURVE 9300 - AZERTY",Non-working,"Grade B - Good Condition","Not Applicable",Black,Unlocked,1
